emp_no,dept_no,from_date,to_date
30980,d007,1992-11-01,9999-01-01
30981,d005,1997-01-30,9999-01-01
30982,d007,1988-10-01,9999-01-01
30983,d003,1985-02-24,1999-05-30
30984,d004,1990-06-17,9999-01-01
30985,d005,1999-06-21,9999-01-01
30986,d005,2000-03-14,9999-01-01
30986,d008,1996-01-07,2000-03-14
30987,d009,1985-08-11,9999-01-01
30988,d009,1993-02-08,9999-01-01
30989,d005,1999-08-06,9999-01-01
30990,d007,1996-02-23,9999-01-01
30991,d007,1996-08-08,9999-01-01
30992,d005,1991-07-26,1999-04-22
30993,d005,1994-12-01,9999-01-01
30994,d005,1988-11-13,1992-08-16
30995,d005,1988-02-02,9999-01-01
30996,d005,2002-03-22,9999-01-01
30996,d008,1992-12-04,2002-03-22
30997,d005,1989-06-02,9999-01-01
30998,d004,1988-05-14,9999-01-01
30999,d009,1985-08-10,9999-01-01
31000,d005,1993-01-31,9999-01-01
31001,d002,1990-04-22,9999-01-01
31002,d004,1985-04-18,1996-12-22
31003,d002,1996-07-11,9999-01-01
31004,d004,1995-02-07,9999-01-01
31005,d004,1997-08-12,9999-01-01
31006,d007,1985-10-17,1985-11-11
31006,d009,1985-11-11,1986-01-26
31007,d006,1989-05-24,9999-01-01
31008,d005,1989-10-18,9999-01-01
31009,d005,1988-09-23,9999-01-01
31010,d007,1990-10-18,2000-04-23
31011,d007,1996-04-14,9999-01-01
31012,d004,1999-10-10,9999-01-01
31013,d008,1986-01-30,9999-01-01
31014,d005,1992-09-21,9999-01-01
31015,d005,1992-06-17,9999-01-01
31016,d004,1994-08-07,9999-01-01
31017,d007,1997-11-17,2000-09-12
31017,d009,2000-09-12,9999-01-01
31018,d004,1989-04-22,2000-03-10
31019,d005,1989-12-16,9999-01-01
31020,d006,1987-05-15,9999-01-01
31021,d004,1988-06-05,9999-01-01
31022,d002,1990-11-08,9999-01-01
31023,d004,1986-08-27,9999-01-01
31024,d007,1987-04-13,9999-01-01
31025,d002,1986-05-26,1991-08-21
31025,d003,1991-08-21,2000-11-01
31026,d004,1997-10-17,9999-01-01
31027,d005,1994-10-23,9999-01-01
31028,d007,1988-03-31,9999-01-01
31029,d005,1991-07-06,9999-01-01
31030,d004,1994-08-31,9999-01-01
31031,d005,1993-06-04,9999-01-01
31032,d004,1990-07-31,9999-01-01
31033,d002,1992-02-09,1992-10-02
31034,d005,1995-01-27,9999-01-01
31035,d005,1986-07-05,9999-01-01
31036,d004,2002-05-13,9999-01-01
31036,d006,1991-03-20,2002-05-13
31037,d005,1998-07-24,9999-01-01
31038,d007,1989-04-19,1997-07-29
31039,d005,1994-12-07,9999-01-01
31040,d002,1997-08-17,9999-01-01
31041,d008,1999-11-10,9999-01-01
31042,d007,1997-05-09,9999-01-01
31043,d005,1992-09-27,9999-01-01
31044,d005,1986-11-12,9999-01-01
31045,d004,1998-05-02,2002-07-26
31046,d004,1995-05-04,9999-01-01
31047,d004,1997-09-06,9999-01-01
31047,d005,1994-07-10,1997-09-06
31048,d004,1988-08-18,9999-01-01
31049,d004,1990-05-11,9999-01-01
31050,d009,1986-10-18,9999-01-01
31051,d005,1989-02-05,1992-01-12
31052,d001,1995-06-18,9999-01-01
31053,d005,1988-08-30,9999-01-01
31054,d007,1998-09-01,9999-01-01
31055,d004,1995-10-13,9999-01-01
31056,d007,1993-04-26,9999-01-01
31057,d007,1995-03-09,9999-01-01
31058,d004,1990-06-15,9999-01-01
31058,d005,1988-02-15,1990-06-15
31059,d001,1988-05-03,1998-02-15
31060,d007,1992-10-27,9999-01-01
31061,d004,1996-06-07,9999-01-01
31062,d004,1997-03-31,9999-01-01
31063,d002,1993-03-24,9999-01-01
31064,d004,1994-07-20,9999-01-01
31065,d005,1996-12-07,2001-08-09
31066,d001,1992-01-02,9999-01-01
31067,d009,1997-11-10,9999-01-01
31068,d004,1996-05-26,9999-01-01
31069,d007,1994-10-14,1999-04-26
31069,d009,1999-04-26,9999-01-01
31070,d003,1985-07-01,9999-01-01
31071,d006,1996-04-06,9999-01-01
31072,d004,1997-02-15,1998-11-11
31073,d005,1997-02-09,9999-01-01
31074,d001,1997-10-04,9999-01-01
31075,d007,1989-02-04,9999-01-01
31076,d007,1992-07-11,9999-01-01
31077,d007,1997-01-31,9999-01-01
31078,d004,1985-08-31,9999-01-01
31079,d004,1993-09-02,9999-01-01
31079,d005,1992-01-04,1993-09-02
31080,d007,1989-08-20,9999-01-01
31081,d005,1993-04-02,1997-07-17
31082,d004,1986-09-09,9999-01-01
31083,d004,1996-01-11,9999-01-01
31084,d005,1989-07-11,9999-01-01
31085,d005,1995-12-28,9999-01-01
31086,d004,1999-04-28,9999-01-01
31087,d004,1996-02-15,9999-01-01
31088,d004,1995-12-12,9999-01-01
31089,d001,1985-06-13,1997-12-23
31089,d009,1997-12-23,9999-01-01
31090,d005,1985-12-16,2002-01-17
31091,d004,1999-02-07,9999-01-01
31092,d004,1990-02-24,9999-01-01
31093,d004,1989-08-20,9999-01-01
31094,d005,1995-11-18,9999-01-01
31095,d004,1999-09-24,9999-01-01
31096,d004,1996-08-23,9999-01-01
31097,d005,1986-02-25,1992-06-18
31098,d003,1996-11-26,9999-01-01
31099,d004,1989-04-26,1991-05-22
31099,d006,1991-05-22,9999-01-01
31100,d009,1995-07-22,9999-01-01
31101,d007,1995-10-02,9999-01-01
31102,d008,1998-10-15,9999-01-01
31103,d007,1999-01-24,2001-03-14
31104,d002,1999-07-08,9999-01-01
31105,d005,1995-12-26,9999-01-01
31106,d008,1985-03-25,9999-01-01
31107,d007,1996-02-03,9999-01-01
31108,d002,1991-09-29,9999-01-01
31109,d007,1988-04-05,9999-01-01
31110,d004,1997-06-07,9999-01-01
31110,d008,1988-10-12,1997-06-07
31111,d002,1998-06-07,1999-04-24
31112,d002,1986-12-01,1993-12-10
31113,d005,1986-12-16,1995-04-20
31114,d004,1999-05-03,2001-11-29
31115,d005,1986-04-30,9999-01-01
31116,d007,1993-03-24,9999-01-01
31117,d008,1994-09-02,9999-01-01
31118,d004,1992-05-04,9999-01-01
31119,d004,1985-08-24,9999-01-01
31120,d002,1999-05-16,2000-06-26
31120,d003,1996-07-23,1999-05-16
31121,d004,1998-04-12,9999-01-01
31122,d005,1991-11-21,9999-01-01
31123,d009,1995-10-03,9999-01-01
31124,d005,1997-05-03,9999-01-01
31125,d004,1996-04-09,9999-01-01
31126,d005,1992-04-08,2000-09-07
31127,d007,1987-12-20,9999-01-01
31128,d004,1996-02-21,9999-01-01
31129,d005,1988-09-03,2002-02-05
31130,d007,1988-04-21,9999-01-01
31131,d001,1993-08-26,9999-01-01
31131,d007,1987-05-27,1993-08-26
31132,d007,1991-05-18,9999-01-01
31133,d006,1997-01-01,2000-07-25
31134,d004,1990-12-31,9999-01-01
31135,d007,1990-04-17,9999-01-01
31136,d004,1995-10-17,9999-01-01
31137,d007,1992-11-25,9999-01-01
31138,d007,1989-09-24,1998-12-04
31139,d004,1991-04-03,9999-01-01
31139,d005,1985-10-30,1991-04-03
31140,d006,1993-08-10,9999-01-01
31141,d005,1985-06-22,9999-01-01
31142,d005,1991-01-17,9999-01-01
31143,d005,1996-01-10,9999-01-01
31144,d005,1991-04-09,9999-01-01
31145,d008,1993-11-18,1997-01-07
31146,d008,1991-10-09,9999-01-01
31147,d002,1989-07-05,9999-01-01
31148,d008,1992-10-06,9999-01-01
31149,d007,1998-06-27,9999-01-01
31150,d004,1992-11-26,9999-01-01
31150,d005,1990-10-01,1992-11-26
31151,d005,1989-12-12,9999-01-01
31152,d005,1994-05-20,9999-01-01
31153,d005,1990-08-13,2000-08-02
31154,d007,1993-12-15,9999-01-01
31155,d001,1992-05-23,2000-03-12
31156,d007,1999-07-14,9999-01-01
31157,d005,1988-02-05,9999-01-01
31158,d004,1992-03-12,9999-01-01
31159,d007,1986-01-06,9999-01-01
31160,d004,1997-02-09,9999-01-01
31160,d008,1991-02-05,1997-02-09
31161,d008,1995-10-28,9999-01-01
31162,d005,1998-10-15,9999-01-01
31163,d006,1999-08-16,2000-01-16
31164,d004,1992-03-25,9999-01-01
31165,d007,1992-12-26,9999-01-01
31166,d007,1991-12-23,9999-01-01
31167,d004,1986-11-01,9999-01-01
31168,d005,1986-07-12,1986-12-20
31168,d006,1986-04-10,1986-07-12
31169,d005,1985-12-25,9999-01-01
31170,d008,1987-10-16,1988-12-14
31171,d002,1985-12-05,9999-01-01
31172,d006,1992-08-13,1997-02-17
31173,d007,1993-10-09,9999-01-01
31174,d007,1989-02-21,9999-01-01
31175,d004,1985-05-02,9999-01-01
31176,d004,1997-12-25,9999-01-01
31177,d005,1995-03-02,2000-08-19
31177,d008,2000-08-19,9999-01-01
31178,d001,1985-12-03,9999-01-01
31179,d004,1989-02-01,2000-02-16
31180,d005,1986-07-30,9999-01-01
31181,d004,1990-06-11,9999-01-01
31182,d008,1988-07-18,9999-01-01
31183,d008,1992-10-28,1993-08-31
31184,d003,1987-12-02,9999-01-01
31185,d007,1992-11-25,9999-01-01
31186,d001,2000-11-22,9999-01-01
31186,d007,1999-04-26,2000-11-22
31187,d004,1994-08-14,9999-01-01
31188,d004,1993-02-03,9999-01-01
31189,d008,1989-01-31,9999-01-01
31190,d009,1996-06-05,2000-09-17
31191,d005,1991-06-27,9999-01-01
31192,d004,1988-03-26,9999-01-01
31193,d005,1999-12-07,9999-01-01
31194,d007,1990-02-18,9999-01-01
31195,d003,1991-06-20,9999-01-01
31196,d004,1998-05-22,9999-01-01
31196,d006,1988-10-03,1998-05-22
31197,d005,1993-08-15,9999-01-01
31198,d006,1993-12-04,9999-01-01
31199,d007,1997-12-16,1999-11-06
31200,d007,1998-12-07,9999-01-01
31201,d005,1999-08-04,9999-01-01
31202,d004,1996-01-18,9999-01-01
31203,d005,1997-05-28,9999-01-01
31204,d005,1998-09-17,2000-09-13
31205,d003,1997-02-27,9999-01-01
31206,d004,2002-07-06,9999-01-01
31206,d005,1997-11-04,2002-07-06
31207,d004,1993-08-05,9999-01-01
31208,d004,1998-08-13,9999-01-01
31209,d005,1986-02-28,9999-01-01
31210,d007,1995-08-19,1999-02-11
31211,d005,1991-06-05,9999-01-01
31212,d003,1993-10-31,9999-01-01
31213,d002,1986-03-14,9999-01-01
31214,d005,1991-12-02,9999-01-01
31215,d001,2000-07-04,9999-01-01
31215,d007,1990-07-23,2000-07-04
31216,d005,1995-02-20,9999-01-01
31217,d005,1985-06-29,1988-10-19
31218,d007,1994-09-05,9999-01-01
31219,d007,1994-04-14,9999-01-01
31220,d007,1987-07-02,9999-01-01
31221,d005,1989-10-28,9999-01-01
31222,d003,1995-05-19,9999-01-01
31223,d005,1996-10-08,9999-01-01
31224,d007,1986-07-27,9999-01-01
31225,d007,1991-09-08,2000-06-01
31226,d005,1990-03-01,2001-04-29
31226,d008,1987-03-10,1990-03-01
31227,d005,1987-01-26,9999-01-01
31228,d003,1994-03-21,9999-01-01
31229,d005,1999-08-11,9999-01-01
31230,d002,1999-07-02,2001-12-14
31231,d007,1991-06-23,9999-01-01
31232,d004,1991-06-29,1992-04-03
31233,d006,1992-08-13,9999-01-01
31234,d004,1988-07-31,9999-01-01
31235,d005,1991-05-05,9999-01-01
31236,d006,1996-01-29,9999-01-01
31237,d004,1994-10-31,1997-11-15
31237,d009,1997-11-15,9999-01-01
31238,d008,1986-07-17,9999-01-01
31239,d005,1996-11-07,9999-01-01
31240,d004,1996-07-01,2002-03-04
31241,d008,1990-08-28,9999-01-01
31242,d009,1997-05-26,9999-01-01
31243,d008,1993-04-21,9999-01-01
31244,d009,1991-09-04,9999-01-01
31245,d001,2000-11-14,9999-01-01
31245,d007,1996-04-06,2000-11-14
31246,d002,1994-03-16,9999-01-01
31247,d009,1989-12-19,9999-01-01
31248,d001,1987-06-14,1997-04-21
31249,d005,1988-10-26,9999-01-01
31250,d005,1985-06-30,9999-01-01
31251,d005,1998-01-13,9999-01-01
31252,d008,1996-01-07,9999-01-01
31253,d005,1985-08-19,9999-01-01
31254,d006,1997-06-29,9999-01-01
31255,d003,1988-01-11,1994-07-06
31256,d004,1994-10-23,1998-05-03
31256,d009,1998-05-03,9999-01-01
31257,d005,1991-03-20,9999-01-01
31258,d005,1990-06-21,9999-01-01
31259,d002,1993-09-08,9999-01-01
31260,d001,1998-08-13,9999-01-01
31261,d003,1996-07-03,2000-01-24
31262,d006,1998-08-25,9999-01-01
31263,d005,1998-09-03,9999-01-01
31264,d005,1997-03-19,9999-01-01
31265,d008,1995-07-07,9999-01-01
31266,d007,1997-12-13,9999-01-01
31267,d005,2000-08-12,9999-01-01
31267,d008,1999-04-02,2000-08-12
31268,d008,1995-09-07,1996-12-27
31269,d005,1996-03-13,9999-01-01
31270,d004,1999-07-14,2001-12-21
31271,d008,1995-10-24,9999-01-01
31272,d005,1996-01-02,1998-09-10
31273,d004,1988-11-06,9999-01-01
31274,d002,1994-11-16,9999-01-01
31275,d005,1998-04-06,9999-01-01
31276,d002,1991-03-06,9999-01-01
31277,d004,2001-02-17,9999-01-01
31277,d005,1991-12-10,2001-02-17
31278,d002,1999-08-11,2000-08-21
31279,d007,1995-03-23,2001-09-09
31280,d005,1992-05-19,9999-01-01
31281,d005,1992-04-21,9999-01-01
31282,d001,1993-11-21,9999-01-01
31283,d004,1999-07-23,9999-01-01
31284,d008,1985-02-21,9999-01-01
31285,d006,1988-06-08,9999-01-01
31286,d005,1986-06-03,9999-01-01
31287,d007,1992-11-30,1992-12-18
31288,d004,1992-06-29,2002-01-25
31288,d009,2002-01-25,9999-01-01
31289,d002,1992-12-14,9999-01-01
31290,d004,1997-07-27,9999-01-01
31291,d001,1989-11-30,9999-01-01
31292,d004,1986-07-18,9999-01-01
31293,d001,1997-07-13,9999-01-01
31294,d004,1994-03-16,9999-01-01
31295,d009,1997-12-26,9999-01-01
31296,d005,1989-07-04,1998-07-20
31297,d002,1998-04-11,9999-01-01
31297,d003,1996-01-31,1998-04-11
31298,d005,1995-01-07,9999-01-01
31299,d007,1997-04-01,9999-01-01
31300,d005,1986-07-29,9999-01-01
31301,d007,1989-08-15,9999-01-01
31302,d004,1995-01-15,2000-12-10
31303,d004,1990-06-19,9999-01-01
31304,d004,1995-07-18,9999-01-01
31305,d005,1999-01-22,9999-01-01
31306,d004,1997-02-07,9999-01-01
31307,d007,1991-09-08,1993-08-12
31307,d009,1993-08-12,9999-01-01
31308,d005,1997-02-04,9999-01-01
31309,d002,1995-01-08,9999-01-01
31310,d007,1990-09-03,1994-02-10
31311,d004,1998-05-23,2000-05-19
31312,d005,1990-01-17,1998-07-16
31313,d007,1992-01-06,9999-01-01
31314,d007,1985-05-08,1988-09-29
31315,d009,1985-08-12,9999-01-01
31316,d005,1992-09-25,2001-07-05
31316,d008,2001-07-05,9999-01-01
31317,d004,1997-06-02,2002-02-11
31318,d009,1986-11-27,9999-01-01
31319,d006,1997-02-04,9999-01-01
31320,d005,1999-11-12,2000-03-03
31321,d005,1989-03-29,9999-01-01
31322,d005,1998-03-30,9999-01-01
31323,d005,1992-08-17,9999-01-01
31324,d006,1988-10-15,9999-01-01
31325,d005,1985-02-26,9999-01-01
31326,d004,1987-04-14,9999-01-01
31326,d005,1986-03-22,1987-04-14
31327,d006,1997-06-05,9999-01-01
31328,d005,1990-03-26,9999-01-01
31329,d002,1994-01-04,1999-08-16
31330,d004,1997-07-01,2000-10-08
31331,d001,1988-12-09,9999-01-01
31332,d008,1995-12-02,2000-03-30
31333,d005,1989-12-09,9999-01-01
31334,d009,1987-12-30,9999-01-01
31335,d004,1993-01-02,1998-08-31
31335,d006,1988-06-09,1993-01-02
31336,d007,1999-05-12,9999-01-01
31337,d004,1998-03-22,9999-01-01
31338,d003,1985-07-13,1989-07-23
31339,d007,1994-08-15,9999-01-01
31340,d004,1986-05-06,9999-01-01
31341,d002,1991-03-23,9999-01-01
31342,d004,1989-06-26,9999-01-01
31343,d007,1988-09-22,9999-01-01
31344,d001,2001-12-30,9999-01-01
31344,d007,1993-04-29,2001-12-30
31345,d005,1987-01-29,2000-05-16
31346,d001,1994-02-26,9999-01-01
31347,d008,1990-10-21,9999-01-01
31348,d001,1994-12-20,9999-01-01
31349,d004,1988-05-18,9999-01-01
31350,d008,1999-06-12,9999-01-01
31351,d005,1999-06-14,9999-01-01
31352,d008,1986-07-12,1995-07-05
31353,d005,1997-08-28,9999-01-01
31354,d008,1988-04-23,9999-01-01
31355,d001,1997-10-26,9999-01-01
31355,d007,1992-09-13,1997-10-26
31356,d007,1987-09-11,9999-01-01
31357,d004,1991-05-25,9999-01-01
31358,d004,1990-01-24,9999-01-01
31359,d005,1985-10-09,9999-01-01
31360,d004,1986-10-16,1993-05-30
31361,d003,1999-02-25,9999-01-01
31362,d004,1987-04-15,9999-01-01
31363,d001,1997-01-04,9999-01-01
31363,d007,1987-01-22,1997-01-04
31364,d005,1987-10-22,9999-01-01
31365,d004,1999-09-12,2001-05-20
31366,d007,1986-07-25,9999-01-01
31367,d006,1987-02-18,9999-01-01
31368,d005,1988-01-05,2001-07-29
31369,d008,1996-02-05,9999-01-01
31370,d002,1989-09-28,9999-01-01
31371,d004,1986-05-20,9999-01-01
31372,d007,1995-03-22,1999-01-05
31373,d004,1997-05-19,9999-01-01
31374,d001,1995-12-15,9999-01-01
31374,d007,1987-08-27,1995-12-15
31375,d004,1995-09-27,9999-01-01
31376,d005,1996-11-03,9999-01-01
31377,d004,1994-11-02,9999-01-01
31378,d005,1997-07-23,9999-01-01
31379,d005,1991-02-06,9999-01-01
31380,d005,1986-12-26,9999-01-01
31381,d006,1996-11-14,1999-10-06
31382,d001,1998-09-10,1999-01-20
31382,d007,1999-01-20,1999-03-25
31383,d006,1996-02-06,9999-01-01
31384,d009,1993-10-23,9999-01-01
31385,d007,1987-02-19,9999-01-01
31386,d004,1987-04-02,1990-12-14
31387,d007,1999-06-20,9999-01-01
31388,d007,1991-04-07,9999-01-01
31389,d008,1986-11-21,1998-05-17
31390,d005,2001-03-09,9999-01-01
31390,d009,1998-04-03,2001-03-09
31391,d008,1992-06-17,9999-01-01
31392,d005,1987-12-08,9999-01-01
31393,d009,1988-07-30,9999-01-01
31394,d002,1996-06-25,9999-01-01
31395,d008,1998-11-13,9999-01-01
31396,d005,1990-10-12,9999-01-01
31397,d005,1989-03-07,9999-01-01
31398,d004,1992-06-03,1992-07-09
31398,d009,1992-07-09,1993-11-11
31399,d004,1989-07-23,9999-01-01
31400,d005,1997-08-23,9999-01-01
31401,d007,1993-03-31,9999-01-01
31402,d006,1986-12-19,9999-01-01
31403,d004,1995-11-13,9999-01-01
31404,d006,1985-05-26,9999-01-01
31405,d009,1997-05-24,9999-01-01
31406,d007,2000-01-04,9999-01-01
31407,d007,1985-12-27,1999-10-29
31408,d001,1991-10-04,9999-01-01
31408,d007,1989-08-18,1991-10-04
31409,d005,1994-10-11,9999-01-01
31410,d004,1988-09-25,9999-01-01
31411,d007,1996-02-06,9999-01-01
31412,d004,1992-04-21,9999-01-01
31413,d004,1995-02-01,2000-02-04
31414,d007,1995-08-12,9999-01-01
31415,d004,1998-02-11,9999-01-01
31416,d009,1990-12-09,9999-01-01
31417,d007,1987-10-19,9999-01-01
31418,d007,1999-08-06,9999-01-01
31419,d004,1998-11-28,2001-10-16
31419,d009,2001-10-16,9999-01-01
31420,d009,1991-01-06,9999-01-01
31421,d008,1998-09-20,9999-01-01
31422,d004,1991-01-25,1994-01-26
31423,d005,1986-04-22,9999-01-01
31424,d007,1993-05-12,9999-01-01
31425,d007,1987-05-06,1988-06-09
31426,d005,1987-03-30,9999-01-01
31427,d002,1985-04-24,9999-01-01
31428,d005,1989-02-22,2001-04-13
31429,d007,1985-02-22,1999-09-14
31429,d009,1999-09-14,9999-01-01
31430,d004,1989-10-17,9999-01-01
31431,d003,1993-12-22,9999-01-01
31432,d009,1993-01-04,9999-01-01
31433,d003,1987-10-03,9999-01-01
31434,d007,1985-04-24,9999-01-01
31435,d004,1986-08-24,9999-01-01
31436,d005,1998-08-25,9999-01-01
31437,d008,1986-12-02,2002-06-29
31438,d004,1987-04-27,9999-01-01
31438,d005,1987-02-04,1987-04-27
31439,d007,1988-08-21,9999-01-01
31440,d005,1986-08-13,9999-01-01
31441,d001,1996-03-01,1998-05-14
31442,d001,1993-06-12,9999-01-01
31443,d007,1995-01-21,9999-01-01
31444,d007,1986-01-08,2000-11-20
31445,d005,1997-06-24,9999-01-01
31446,d005,1998-05-17,9999-01-01
31447,d005,1993-01-07,9999-01-01
31448,d001,1989-11-18,1993-05-25
31448,d007,1993-05-25,9999-01-01
31449,d005,1994-07-24,1996-03-27
31450,d004,1995-01-17,9999-01-01
31451,d007,1990-08-23,9999-01-01
31452,d009,1998-08-06,9999-01-01
31453,d005,1991-12-23,9999-01-01
31454,d005,1995-11-07,9999-01-01
31455,d004,1987-11-25,9999-01-01
31456,d005,1997-01-06,9999-01-01
31457,d005,1988-01-14,1996-09-11
31457,d008,1996-09-11,1997-08-14
31458,d004,1990-04-22,9999-01-01
31459,d007,1988-11-23,9999-01-01
31460,d005,1997-12-29,9999-01-01
31461,d007,1998-05-01,9999-01-01
31462,d005,1998-03-20,9999-01-01
31463,d006,1987-03-27,9999-01-01
31464,d008,1999-03-25,2001-07-31
31465,d005,1985-09-17,9999-01-01
31466,d009,1990-10-14,1995-10-28
31467,d007,1985-10-17,9999-01-01
31468,d007,1985-04-29,1987-04-29
31468,d009,1987-04-29,9999-01-01
31469,d007,1991-10-22,9999-01-01
31470,d004,1991-05-10,1994-07-04
31471,d005,1999-10-02,9999-01-01
31472,d006,1988-10-18,9999-01-01
31473,d008,1989-06-25,9999-01-01
31474,d002,1985-06-30,9999-01-01
31475,d004,1996-08-24,9999-01-01
31476,d006,1986-09-09,9999-01-01
31477,d009,1990-02-22,9999-01-01
31478,d005,1992-01-09,1993-07-05
31479,d002,2000-01-11,2000-07-26
31479,d007,2000-07-26,9999-01-01
31480,d005,1999-01-09,9999-01-01
31481,d009,1994-06-29,9999-01-01
31482,d008,1997-05-01,9999-01-01
31483,d007,1998-08-08,1999-09-30
31484,d007,1996-02-17,1996-12-25
31485,d004,1995-01-27,9999-01-01
31486,d003,1985-02-21,9999-01-01
31487,d005,1990-10-17,9999-01-01
31488,d005,1994-03-10,9999-01-01
31489,d004,1994-01-21,1995-11-06
31489,d009,1995-11-06,9999-01-01
31490,d006,1992-04-30,9999-01-01
31491,d007,1995-05-08,9999-01-01
31492,d005,1992-01-10,2000-08-01
31493,d002,1999-09-22,9999-01-01
31494,d004,1994-01-31,9999-01-01
31495,d004,1986-11-30,9999-01-01
31496,d009,1997-04-16,9999-01-01
31497,d004,1996-02-11,9999-01-01
31497,d005,1985-06-05,1996-02-11
31498,d004,1993-01-05,9999-01-01
31499,d007,1991-06-23,1994-07-12
31500,d006,1996-08-06,9999-01-01
31501,d005,1985-04-20,9999-01-01
31502,d004,1992-02-12,2001-11-06
31503,d003,1995-05-09,9999-01-01
31504,d002,1992-03-15,9999-01-01
31505,d005,1991-07-24,9999-01-01
31506,d004,1995-12-13,9999-01-01
31506,d006,1985-11-24,1995-12-13
31507,d005,1997-07-01,9999-01-01
31508,d007,1987-01-08,2001-04-30
31509,d003,1998-12-15,9999-01-01
31510,d005,1996-11-11,9999-01-01
31511,d009,1994-01-16,9999-01-01
31512,d004,1995-07-15,9999-01-01
31513,d004,1997-11-20,9999-01-01
31514,d005,1996-11-09,9999-01-01
31515,d007,1995-07-06,1998-05-22
31516,d005,1995-04-29,2001-04-24
31516,d008,2001-04-24,9999-01-01
31517,d005,1988-10-24,9999-01-01
31518,d004,1988-06-27,1997-03-23
31519,d003,1991-06-06,9999-01-01
31520,d007,1992-04-28,1995-04-21
31521,d007,1991-09-01,9999-01-01
31522,d001,1991-12-03,9999-01-01
31523,d002,1994-01-04,9999-01-01
31524,d007,1988-01-25,9999-01-01
31525,d007,1990-07-23,9999-01-01
31526,d004,1995-07-13,9999-01-01
31526,d005,1985-11-30,1995-07-13
31527,d006,1997-02-28,9999-01-01
31528,d004,1988-04-30,9999-01-01
31529,d003,1995-05-29,1999-09-19
31530,d005,1999-10-02,9999-01-01
31531,d008,1989-04-11,9999-01-01
31532,d004,1990-06-07,9999-01-01
31533,d007,1988-12-21,9999-01-01
31534,d001,1998-08-03,2000-08-11
31534,d007,1989-04-20,1998-08-03
31535,d007,1993-03-22,9999-01-01
31536,d005,1985-08-04,9999-01-01
31537,d004,1989-07-10,9999-01-01
31538,d004,1985-10-26,9999-01-01
31539,d008,1999-06-12,9999-01-01
31540,d004,1993-04-14,9999-01-01
31541,d004,1996-06-08,9999-01-01
31542,d006,1995-08-19,1995-09-19
31543,d005,1998-05-18,2000-07-26
31543,d008,2000-07-26,9999-01-01
31544,d009,1991-07-09,9999-01-01
31545,d002,1998-02-22,9999-01-01
31546,d004,1987-01-19,9999-01-01
31547,d005,1996-02-02,1999-01-21
31548,d003,1995-05-02,9999-01-01
31549,d007,1994-03-19,9999-01-01
31550,d007,1998-01-18,9999-01-01
31551,d004,1992-10-23,9999-01-01
31552,d004,1995-08-08,9999-01-01
31553,d007,1985-10-03,1994-10-14
31554,d001,1999-06-23,2000-01-22
31554,d007,2000-01-22,9999-01-01
31555,d001,1996-12-20,9999-01-01
31556,d005,1996-05-15,9999-01-01
31557,d007,1986-01-20,9999-01-01
31558,d007,1988-05-16,9999-01-01
31559,d005,1998-05-02,9999-01-01
31560,d004,1986-08-17,1997-11-28
31561,d004,1996-01-29,9999-01-01
31562,d009,1985-02-20,9999-01-01
31563,d005,2001-12-27,9999-01-01
31563,d008,1987-04-16,2001-12-27
31564,d007,1986-04-26,1990-09-28
31565,d007,1997-06-02,9999-01-01
31566,d009,1985-11-22,9999-01-01
31567,d004,1998-06-12,1998-07-03
31568,d001,1996-11-24,9999-01-01
31569,d005,1993-06-02,9999-01-01
31570,d005,1993-04-05,9999-01-01
31571,d005,1985-07-25,9999-01-01
31572,d004,1993-06-27,1998-02-22
31573,d002,1992-05-24,1993-02-27
31573,d003,1993-02-27,9999-01-01
31574,d004,1999-05-19,9999-01-01
31575,d005,1986-04-03,9999-01-01
31576,d007,1998-11-17,9999-01-01
31577,d002,1995-05-05,9999-01-01
31578,d007,1989-06-30,9999-01-01
31579,d005,1989-01-02,9999-01-01
31580,d004,1989-05-11,1994-08-08
31581,d005,1999-01-25,9999-01-01
31582,d005,1997-12-08,1998-12-10
31583,d004,1996-12-09,2002-04-09
31583,d009,2002-04-09,9999-01-01
31584,d005,1993-04-07,9999-01-01
31585,d003,1994-05-22,9999-01-01
31586,d007,1995-09-19,9999-01-01
31587,d005,1986-12-24,9999-01-01
31588,d005,1990-09-04,9999-01-01
31589,d002,1987-12-14,9999-01-01
31590,d006,2000-01-26,9999-01-01
31591,d003,1985-05-02,2000-11-28
31592,d008,1986-05-21,9999-01-01
31593,d005,1995-04-07,9999-01-01
31594,d002,1997-09-20,9999-01-01
31594,d003,1991-09-05,1997-09-20
31595,d007,1994-12-08,1996-07-16
31596,d005,1998-10-02,9999-01-01
31597,d005,1996-09-16,9999-01-01
31598,d009,1989-02-23,9999-01-01
31599,d004,1997-09-22,1998-12-01
31600,d009,1993-06-10,9999-01-01
31601,d005,1987-08-28,9999-01-01
31602,d007,1993-07-01,9999-01-01
31603,d001,1989-12-07,9999-01-01
31604,d005,1989-04-16,9999-01-01
31605,d002,1993-04-20,1997-09-07
31605,d003,1997-09-07,9999-01-01
31606,d004,1997-02-22,9999-01-01
31607,d007,1996-01-15,1997-06-08
31608,d004,1997-12-26,1999-10-15
31609,d006,1993-08-06,9999-01-01
31610,d004,1992-10-21,9999-01-01
31611,d001,1992-08-03,9999-01-01
31612,d005,1990-01-02,9999-01-01
31613,d005,1993-04-05,9999-01-01
31614,d005,1997-04-20,9999-01-01
