emp_no,salary,from_date,to_date
42997,56659,1999-01-24,1999-07-06
42998,40000,1988-10-10,1989-10-10
42999,40000,1994-12-02,1995-12-02
43000,72403,1987-02-17,1988-02-17
43001,40000,1988-12-10,1989-12-10
43002,40000,1996-09-17,1997-09-17
43003,40000,1990-05-31,1991-05-31
43004,66676,1985-04-17,1986-04-17
43005,45991,1994-06-19,1995-06-19
43006,40000,1998-01-01,1999-01-01
43007,59171,1994-05-26,1995-05-26
43008,40000,1997-12-29,1998-12-29
43009,42542,1996-05-23,1997-05-23
43010,40000,1994-09-04,1995-09-04
43011,61844,1994-09-18,1995-09-18
43012,62011,1997-01-16,1998-01-16
43013,49759,1985-07-26,1986-07-26
43014,85066,1988-04-22,1989-04-22
43015,46356,1995-01-10,1996-01-10
43016,78589,1988-11-10,1989-11-10
43017,40000,1990-05-23,1991-05-23
43018,54310,1998-01-07,1999-01-07
43019,94112,1986-08-20,1987-08-20
43020,109141,1998-01-15,1999-01-15
43021,56370,1989-02-04,1990-02-04
43022,40000,1999-05-27,2000-05-26
43023,58832,1997-11-04,1998-11-04
43024,41512,1991-10-04,1992-10-03
43025,67980,1991-04-10,1992-04-09
43026,40000,1990-09-15,1991-09-15
43027,40000,1985-07-15,1986-07-15
43028,71839,1999-01-19,2000-01-19
43029,51268,1993-12-13,1994-12-13
43030,44840,1985-11-07,1986-11-07
43031,40000,1992-05-31,1993-05-31
43032,67076,1989-09-29,1990-09-29
43033,40000,1993-06-18,1994-06-18
43034,73997,1995-10-10,1996-10-09
43035,40000,1985-02-09,1986-02-09
43036,51075,1994-11-03,1995-11-03
43037,94134,1995-04-23,1996-04-22
43038,87342,1985-09-12,1986-09-12
43039,40000,1997-07-17,1998-07-17
43040,69716,1993-10-24,1994-10-24
43041,53193,1985-07-14,1986-07-14
43042,40000,1985-08-19,1985-10-11
43043,45199,1995-12-02,1996-12-01
43044,58333,1999-02-12,2000-02-12
43045,55441,1988-07-01,1989-07-01
43046,40000,1995-04-16,1996-04-15
43047,43480,1996-04-04,1997-04-04
43048,40000,1994-07-30,1995-07-30
43049,50016,1992-06-10,1993-06-10
43050,46067,1997-03-13,1998-03-13
43051,40000,1992-08-26,1993-08-26
43052,60582,1992-02-08,1993-02-07
43053,50758,1995-12-01,1996-11-30
43054,55168,1993-06-10,1994-06-10
43055,40000,1989-05-02,1990-05-02
43056,74088,1985-04-21,1986-04-21
43057,40000,1990-02-15,1991-02-15
43058,46940,1996-11-01,1997-11-01
43059,59333,1992-02-23,1993-02-22
43060,40000,1994-02-10,1995-02-10
43061,57084,1994-01-09,1995-01-09
43062,40000,1991-11-15,1992-11-14
43063,40000,1990-04-20,1991-04-20
43064,40669,1986-08-09,1987-08-09
43065,40000,1996-05-23,1997-05-23
43066,50711,1988-11-30,1989-11-30
43067,65523,1997-01-28,1998-01-28
43068,40000,1987-05-22,1988-05-21
43069,48643,1986-04-10,1987-04-10
43070,68370,1992-06-28,1993-06-28
43071,55295,1998-09-21,1999-09-21
43072,40000,1991-12-04,1992-12-03
43073,57625,1985-09-25,1986-09-25
43074,70033,1995-06-17,1996-06-16
43075,40000,1993-12-10,1994-12-10
43076,50424,1997-02-28,1998-02-28
43077,40000,1991-06-15,1992-06-14
43078,77051,1990-12-31,1991-12-31
43079,75328,1992-03-16,1993-03-16
43080,40000,1996-07-31,1997-07-31
43081,40665,1999-07-18,2000-07-17
43082,40000,1988-03-16,1989-03-16
43083,60825,1987-08-25,1988-08-24
43084,43792,1986-08-15,1987-08-15
43085,40026,1990-10-23,1991-10-23
43086,40000,1989-11-26,1990-11-26
43087,56562,1996-05-13,1997-05-13
43088,58038,1992-01-06,1993-01-05
43089,58356,1986-11-26,1987-11-26
43090,74598,1993-01-25,1994-01-25
43091,40000,1998-11-14,1999-11-14
43092,40000,1989-03-24,1990-03-24
43093,40000,1985-12-15,1986-12-15
43094,40000,1987-11-07,1988-11-06
43095,51809,1995-10-12,1996-10-11
43096,69596,1990-07-05,1991-07-05
43097,40000,1994-10-23,1995-10-23
43098,44479,1990-09-30,1991-09-30
43099,56300,1999-01-12,2000-01-12
43100,40000,1990-08-23,1991-08-23
43101,41979,1993-05-21,1994-05-21
43102,52211,1990-12-06,1991-12-06
43103,64376,1992-08-22,1993-08-22
43104,40000,1999-07-14,2000-07-13
43105,47824,1995-08-15,1996-08-14
43106,55441,1991-01-28,1992-01-28
43107,64672,1986-06-24,1987-06-24
43108,67152,1991-03-09,1992-03-08
43109,56802,1985-02-23,1986-02-23
43110,64807,1990-05-07,1991-05-07
43111,43086,1998-07-28,1999-07-28
43112,86138,1988-06-28,1989-06-28
43113,67640,1993-01-09,1994-01-09
43114,45216,1987-04-19,1988-04-18
43115,41450,1991-04-10,1992-04-09
43116,54643,1993-07-02,1994-07-02
43117,55608,1998-12-15,1999-12-15
43118,40000,1989-08-01,1990-08-01
43119,40000,1988-11-26,1989-11-26
43120,40000,1999-06-16,2000-06-15
43121,68269,1986-10-26,1987-10-25
43122,42442,1995-05-05,1996-05-04
43123,45370,1994-09-06,1995-09-06
43124,40000,1993-12-24,1994-12-24
43125,63364,1999-10-31,2000-10-29
43126,53283,1987-12-21,1988-12-20
43127,44900,1987-05-04,1988-05-03
43128,61705,1987-04-12,1988-04-11
43129,64513,1995-05-05,1996-05-04
43130,40000,1996-11-08,1997-11-08
43131,40000,1993-03-23,1994-03-23
43132,46069,2000-01-13,2001-01-12
43133,40000,1994-01-10,1995-01-10
43134,73265,1996-04-21,1997-04-21
43135,71167,1987-10-17,1988-10-16
43136,71494,1998-01-21,1999-01-21
43137,74045,1993-04-18,1994-04-18
43138,40000,1998-07-02,1999-07-02
43139,40000,1990-11-28,1991-11-28
43140,40000,1994-04-10,1995-04-10
43141,40000,1999-10-26,2000-10-25
43142,78941,1998-11-24,1999-11-24
43143,43198,1993-11-14,1994-11-14
43144,62755,1993-12-04,1994-12-04
43145,42514,1986-05-02,1987-05-02
43146,53462,1988-10-16,1989-10-16
43147,70970,1991-12-31,1992-12-30
43148,73987,1995-03-23,1996-03-22
43149,40000,1993-06-13,1994-06-13
43150,40000,1990-03-21,1991-03-21
43151,53737,1995-03-19,1996-03-18
43152,45408,1985-08-08,1986-08-08
43153,55504,1997-08-11,1998-08-11
43154,69813,1997-07-04,1998-07-04
43155,66933,1995-06-19,1996-06-18
43156,44031,1993-02-09,1994-02-09
43157,40000,1997-04-15,1998-04-15
43158,48340,1992-12-30,1993-12-30
43159,50392,1988-09-22,1989-09-22
43160,40000,1998-02-21,1998-12-11
43161,40000,1985-04-04,1986-04-04
43162,75039,1986-06-03,1986-11-13
43163,69241,1995-11-30,1996-11-29
43164,40000,1992-10-29,1993-10-29
43165,64909,1985-12-28,1986-12-28
43166,40000,1998-06-22,1999-06-22
43167,46720,1991-05-29,1992-05-28
43168,54418,1998-12-09,1999-12-09
43169,52326,1998-05-13,1999-05-13
43170,40000,1993-11-22,1994-11-22
43171,40000,1999-09-07,2000-09-06
43172,45134,1995-02-24,1996-02-24
43173,69398,1995-03-23,1996-03-22
43174,51185,1998-02-24,1999-02-24
43175,40000,1995-04-13,1996-04-12
43176,73085,1995-10-06,1996-10-05
43177,76519,1998-01-06,1998-02-11
43178,43921,1999-07-27,2000-07-26
43179,52691,1993-06-04,1994-06-04
43180,40000,1990-10-20,1991-10-20
43181,62518,1996-03-30,1997-03-30
43182,57782,1995-03-12,1996-03-11
43183,79722,1998-08-27,1999-08-27
43184,50368,1991-07-05,1992-07-04
43185,40000,1988-06-13,1989-06-13
43186,52203,1999-03-29,2000-03-28
43187,67500,1986-04-13,1987-04-13
43188,40000,1985-11-25,1986-11-25
43189,62408,1988-05-25,1989-05-25
43190,40000,1992-06-03,1993-06-03
43191,40000,1996-09-14,1997-05-22
43192,54327,1995-11-20,1996-11-19
43193,41173,1997-04-24,1998-04-24
43194,40000,1988-08-02,1989-08-02
43195,40000,1995-07-25,1996-07-24
43196,40000,1990-12-21,1991-12-21
43197,47596,1985-04-26,1986-04-26
43198,55977,1987-06-23,1988-06-22
43199,60316,1998-02-10,1999-02-10
43200,52152,1998-03-24,1999-03-24
43201,40000,1987-09-19,1988-09-18
43202,52697,1993-05-16,1994-05-16
43203,57858,1999-06-26,2000-06-25
43204,40000,1999-06-20,2000-06-19
43205,40000,1994-05-28,1995-05-28
43206,40000,1994-07-26,1995-07-26
43207,43618,1988-04-07,1989-04-07
43208,40000,1989-02-27,1990-02-27
43209,40000,1998-06-13,1999-06-13
43210,83465,1987-04-29,1988-04-28
43211,48255,1989-05-14,1990-05-14
43212,70427,1985-07-10,1986-07-10
43213,54912,1987-11-08,1988-11-07
43214,55039,1996-01-08,1997-01-07
43215,64293,1988-03-28,1989-03-28
43216,40000,1987-10-19,1988-10-18
43217,55100,1987-08-02,1988-08-01
43218,42920,1992-09-29,1993-09-29
43219,67662,1987-05-25,1988-05-24
43220,66790,1999-05-17,2000-05-16
43221,83018,1987-04-16,1988-04-15
43222,95505,1985-05-18,1986-05-18
43223,42959,1987-07-15,1988-07-14
43224,40000,1989-09-21,1990-09-21
43225,40000,1998-05-13,1999-05-13
43226,40000,1987-08-04,1988-08-03
43227,58532,1989-10-20,1990-10-20
43228,40000,1992-09-18,1993-09-18
43229,56682,1997-11-04,1998-11-04
43230,40000,1997-11-02,1998-11-02
43231,50188,1997-05-16,1998-05-16
43232,70380,1994-11-26,1995-11-26
43233,78705,1995-01-27,1996-01-27
43234,41246,1996-07-29,1997-07-29
43235,59072,1994-02-06,1995-02-06
43236,52812,1999-11-06,2000-11-05
43237,40000,1996-03-06,1997-03-06
43238,60467,1997-05-10,1998-05-10
43239,40000,1994-12-11,1995-12-11
43240,45490,1993-04-20,1994-04-20
43241,71985,1995-04-20,1996-04-19
43242,40000,1997-07-21,1998-07-21
43243,69769,1987-09-12,1988-09-11
43244,40000,1999-06-06,2000-06-05
43245,49400,1985-10-09,1986-10-09
43246,64678,1988-07-16,1989-07-16
43247,47883,1997-12-03,1998-12-03
43248,43413,1999-10-31,2000-10-29
43249,90940,1988-10-10,1989-10-10
43250,49648,1998-03-03,1999-03-03
43251,40000,1989-01-14,1990-01-14
43252,40000,1985-03-14,1986-03-14
43253,40000,1986-07-14,1987-07-14
43254,53108,1990-04-10,1991-04-10
43255,44672,1987-03-21,1988-03-20
43256,40000,1993-12-11,1994-12-11
43257,42408,1991-09-13,1992-09-12
43258,48477,1996-08-16,1997-08-16
43259,79254,1996-02-21,1997-02-20
43260,40000,1997-12-14,1998-12-14
43261,47937,1994-07-13,1995-07-13
43262,71173,1991-09-16,1992-09-15
43263,49866,1999-08-30,2000-08-29
43264,40000,1997-12-16,1998-12-16
43265,57180,1989-04-07,1990-04-07
43266,40000,1993-12-20,1994-12-20
43267,40000,1986-02-03,1987-02-03
43268,67534,1994-09-04,1995-09-04
43269,57472,1996-05-26,1997-05-26
43270,69542,1999-12-29,2000-12-28
43271,78541,1996-03-10,1997-03-10
43272,43913,1991-12-06,1992-12-05
43273,59083,1987-10-04,1988-10-03
43274,73775,1989-04-21,1990-04-21
43275,40000,1992-12-02,1993-12-02
43276,51042,1989-07-23,1990-07-23
43277,40482,1991-09-10,1992-09-09
43278,54660,1992-11-23,1993-11-23
43279,55237,1999-09-03,2000-09-02
43280,75526,1996-09-05,1997-09-05
43281,66419,1996-06-08,1997-06-08
43282,40763,1997-10-23,1998-10-23
43283,71298,1994-12-10,1995-12-10
43284,40000,1990-05-14,1991-05-14
43285,50452,1995-04-10,1996-04-09
43286,47837,1998-03-21,1999-03-21
43287,59932,1995-06-22,1996-06-21
43288,40000,1985-04-21,1986-04-21
43289,53609,1988-02-25,1989-02-24
43290,63838,1985-06-22,1986-06-22
43291,64743,1991-06-02,1992-06-01
43292,69945,1992-05-06,1993-05-06
43293,63901,1995-07-14,1996-07-13
43294,57460,1985-08-30,1986-08-30
43295,66365,1991-05-21,1992-05-20
43296,40000,1992-03-19,1993-03-19
43297,66182,1996-04-10,1997-04-10
43298,46780,1992-11-27,1993-11-27
43299,52929,1992-03-03,1993-03-03
43300,40000,1995-08-22,1996-08-21
43301,40000,1997-12-19,1998-12-19
43302,57164,1995-07-03,1996-07-02
43303,49937,1992-07-05,1993-07-05
43304,69536,1997-08-04,1997-11-10
43305,42246,1999-07-01,2000-06-30
43306,57336,1989-09-05,1990-09-05
43307,40000,1992-07-07,1993-07-07
43308,40000,1985-11-25,1986-11-25
43309,54208,1987-06-06,1988-06-05
43310,40000,1987-04-02,1988-04-01
43311,104427,1995-04-04,1996-04-02
43312,46944,1993-10-24,1994-10-24
43313,71198,1999-07-25,2000-07-24
43314,67175,1994-01-12,1995-01-12
43315,53689,1994-08-05,1995-08-05
43316,77534,1986-08-05,1987-08-05
43317,42381,1991-02-06,1992-02-06
43318,40000,1990-03-01,1991-03-01
43319,83285,1988-06-29,1989-06-29
43320,51495,1999-02-24,2000-02-24
43321,40000,1995-12-07,1996-12-06
43322,40450,1991-11-12,1992-11-11
43323,41787,1990-01-04,1991-01-04
43324,93707,1995-03-01,1996-02-29
43325,55080,1993-01-01,1994-01-01
43326,54879,1986-04-24,1987-04-24
43327,82959,1998-07-23,1999-07-04
43328,40000,1997-11-22,1998-11-22
43329,44520,2000-01-07,2001-01-06
43330,45425,1987-06-08,1988-06-07
43331,40000,1987-05-10,1988-05-09
43332,51967,1994-01-14,1995-01-14
43333,54279,1994-07-30,1995-07-30
43334,52677,1995-06-28,1996-06-27
43335,86213,1993-08-26,1994-08-26
43336,45793,1999-08-31,2000-08-30
43337,42617,1995-06-05,1996-06-04
43338,41197,1997-01-27,1998-01-27
43339,51308,1992-01-01,1992-12-31
43340,52551,1991-02-26,1992-02-26
43341,40000,1994-08-15,1995-08-15
43342,55017,1995-03-31,1996-03-30
43343,70239,1991-10-19,1992-10-18
43344,40000,1994-07-18,1995-07-18
43345,40000,1994-05-17,1995-05-17
43346,40000,1995-12-14,1996-11-21
43347,64641,1999-04-06,2000-04-05
43348,40000,1988-07-05,1989-07-05
43349,59928,1995-09-08,1996-09-07
43350,40397,1987-10-23,1988-10-22
43351,40000,1985-06-04,1986-06-04
43352,43116,1989-04-28,1990-04-28
43353,53973,1999-03-31,2000-03-30
43354,62183,1996-08-12,1997-08-12
43355,62306,1990-10-18,1991-10-18
43356,79771,1990-11-25,1991-11-25
43357,61939,1997-09-02,1998-09-02
43358,63651,1989-08-18,1990-08-18
43359,46380,1989-03-29,1990-03-29
43360,54499,1998-12-16,1999-12-16
43361,42222,1996-11-17,1997-11-17
43362,57733,1991-11-09,1992-11-08
43363,40000,1987-11-12,1988-11-11
43364,46406,1990-10-23,1991-10-23
43365,46068,1988-03-22,1989-03-22
43366,40000,1992-11-26,1993-11-26
43367,62045,1996-12-20,1997-12-20
43368,86916,1991-02-10,1992-02-10
43369,54523,1997-02-16,1998-02-16
43370,75631,1993-03-09,1994-03-09
43371,46131,1993-10-16,1994-10-16
43372,60662,1989-03-13,1990-03-13
43373,50872,1988-03-04,1989-03-04
43374,40000,1997-03-22,1998-03-22
43375,67467,1996-01-30,1997-01-29
43376,74059,1995-04-02,1995-08-17
43377,66901,1995-09-29,1996-09-28
43378,54780,1994-11-21,1995-11-21
43379,42504,1991-10-11,1992-10-10
43380,40000,1995-07-27,1996-07-26
43381,43343,1989-03-02,1990-03-02
43382,40000,1988-04-01,1989-04-01
43383,40000,1998-08-08,1999-08-08
43384,59943,1991-10-14,1992-10-13
43385,66637,1985-08-16,1986-08-16
43386,40000,1997-06-24,1998-06-24
43387,57988,1987-11-13,1988-11-12
43388,47347,1999-08-15,2000-08-14
43389,40000,1999-03-01,2000-02-29
43390,71080,1999-01-25,2000-01-25
43391,57474,1989-09-14,1990-09-14
43392,41940,1995-03-07,1996-03-06
43393,53610,1994-01-02,1995-01-02
43394,40000,1988-01-17,1989-01-16
43395,40000,1987-10-04,1988-10-03
43396,46748,1985-05-04,1986-05-04
43397,40000,1995-06-15,1996-06-14
43398,47759,1988-08-05,1989-02-16
43399,40000,1999-07-15,2000-07-14
43400,69144,1998-12-26,1999-12-26
43401,40000,1992-02-11,1993-02-10
43402,41084,1988-09-29,1989-09-29
43403,98768,1994-10-05,1995-10-05
43404,40000,1987-04-27,1988-04-26
43405,51615,1993-06-10,1994-06-10
43406,51195,1995-03-10,1996-03-09
43407,40000,1997-08-05,1998-08-05
43408,49227,1994-04-19,1995-04-19
43409,72684,1992-05-07,1993-05-07
43410,42336,1988-07-13,1989-07-13
43411,87041,2000-01-11,2001-01-10
43412,40000,1997-09-19,1998-09-19
43413,69729,1993-04-06,1994-04-06
43414,40000,1992-05-22,1993-05-22
43415,41633,1987-07-23,1988-07-22
43416,76726,1992-01-05,1993-01-04
43417,72346,1992-01-13,1993-01-12
43418,40000,1996-10-17,1997-09-26
43419,51972,1999-12-18,2000-12-17
43420,60747,1986-01-31,1987-01-31
43421,58540,1990-01-22,1991-01-22
43422,42851,1987-05-16,1988-05-15
43423,54352,1994-05-11,1995-05-11
43424,75377,1997-12-15,1998-12-15
43425,40000,1996-05-01,1997-05-01
43426,52383,1996-06-28,1997-06-28
43427,43842,1989-05-04,1990-05-04
43428,52284,1997-12-27,1998-12-27
43429,60843,1997-05-23,1997-08-24
43430,82455,1991-07-23,1992-07-22
43431,41441,1999-01-04,2000-01-04
43432,43693,1998-09-20,1999-09-20
43433,61416,1996-10-08,1997-10-08
43434,40000,1998-01-09,1999-01-09
43435,51174,1987-08-02,1988-08-01
43436,40000,1987-03-15,1988-03-14
43437,40000,1992-03-07,1993-03-07
43438,75609,1991-07-13,1992-07-12
43439,67405,1985-05-07,1986-05-07
43440,41988,1989-10-05,1990-10-05
43441,75646,1995-07-30,1996-07-29
43442,53762,1993-11-19,1994-11-19
43443,40000,1994-04-09,1995-04-09
43444,66356,1999-10-23,1999-11-01
43445,52065,1993-03-03,1994-03-03
43446,40000,1992-02-02,1992-07-15
43447,66055,1996-09-23,1997-09-23
43448,47038,1991-02-16,1992-02-16
43449,51506,1989-09-23,1990-09-23
43450,97620,1992-11-01,1993-11-01
43451,60302,1998-09-19,1999-09-19
43452,51616,1997-07-30,1998-02-12
43453,40000,1993-09-17,1994-09-17
43454,56929,1997-03-06,1998-03-06
43455,53877,1999-06-09,2000-06-08
43456,40000,1999-11-23,2000-11-22
43457,40000,1997-05-16,1998-05-16
43458,49659,1986-02-17,1987-02-17
43459,40000,1992-04-19,1993-04-19
43460,40911,1991-05-27,1992-05-26
43461,40000,1998-06-17,1999-06-17
43462,40000,1992-12-28,1993-12-28
43463,40000,1998-04-02,1999-04-02
43464,40000,1997-02-09,1998-02-09
43465,53891,1988-02-08,1989-02-07
43466,80655,1987-01-31,1988-01-31
43467,75837,1995-10-28,1996-10-27
43468,57570,1989-08-25,1990-08-25
43469,40000,1997-03-30,1998-03-30
43470,40000,1986-06-23,1987-06-23
43471,40023,1998-05-28,1999-05-28
43472,69456,1995-11-12,1996-11-11
43473,78933,1987-03-18,1988-03-17
43474,57277,1988-12-11,1989-12-11
43475,40000,1998-02-07,1999-02-07
43476,91399,1989-10-15,1990-10-15
43477,76029,1998-03-07,1999-03-07
43478,72114,1991-01-26,1992-01-26
43479,40000,1996-12-24,1997-12-24
43480,100573,1985-10-19,1986-10-19
43481,40000,1997-10-30,1998-10-30
43482,114603,1989-12-09,1990-12-09
43483,40000,1990-07-31,1991-07-31
43484,53414,1990-07-20,1991-07-20
43485,68335,1990-10-28,1991-10-27
43486,48229,1990-05-14,1991-05-14
43487,55035,1995-06-04,1996-06-03
43488,48485,1993-02-19,1994-02-19
43489,78919,1988-10-05,1989-10-05
43490,64091,1997-11-20,1998-11-20
43491,40000,1986-08-10,1987-08-10
43492,40000,1990-07-18,1991-07-18
43493,40000,1998-11-30,1999-11-30
43494,40000,1989-01-20,1990-01-20
43495,40000,1998-09-04,1999-09-04
43496,70148,1999-02-03,2000-02-03
43497,40000,1989-03-16,1990-03-16
43498,43102,1990-10-05,1991-10-05
43499,66919,1992-10-02,1993-10-02
43500,40355,1988-01-29,1989-01-28
43501,71412,1996-01-04,1997-01-03
43502,40000,1994-04-27,1995-04-27
43503,43980,1985-03-14,1986-03-14
43504,75179,1988-03-09,1989-03-09
43505,40684,1990-10-19,1991-10-19
43506,71219,1993-02-20,1994-02-20
43507,48292,1993-04-09,1994-04-09
43508,73028,1985-08-03,1986-05-21
43509,54951,1986-01-25,1987-01-25
43510,40000,1999-07-26,2000-07-25
43511,62116,1985-10-28,1986-10-28
43512,40000,1996-11-10,1997-11-10
43513,47420,1990-09-14,1991-09-14
43514,40000,1997-05-20,1998-05-20
43515,66079,1997-07-17,1998-07-17
43516,48914,1990-12-08,1991-12-08
43517,40000,1999-10-03,2000-10-02
43518,86619,1986-02-20,1987-02-20
43519,63491,1993-03-18,1994-03-18
43520,44820,1991-06-09,1992-06-08
43521,40000,1988-07-12,1989-07-12
43522,49746,1986-12-27,1987-12-27
43523,73500,1994-02-25,1995-02-25
43524,65786,1996-06-29,1997-06-29
43525,40000,1986-01-30,1987-01-30
43526,56203,1992-05-29,1993-05-29
43527,40000,1997-05-20,1998-05-20
43528,51835,1993-04-04,1994-04-04
43529,72754,1993-06-22,1994-06-22
43530,40000,1993-06-05,1994-06-05
43531,40000,1988-12-12,1989-12-12
43532,40981,1995-09-27,1996-09-26
43533,56977,1987-08-03,1988-08-02
43534,46015,1988-05-20,1989-05-20
43535,40000,1996-07-30,1997-07-30
43536,40000,1987-08-10,1988-08-09
43537,88279,1996-11-12,1997-11-12
43538,62454,1986-07-07,1987-07-07
43539,51730,1993-03-05,1994-03-05
43540,51211,1995-10-27,1996-10-26
43541,40000,1986-03-19,1987-03-19
43542,43750,1987-09-24,1988-09-23
43543,47728,1986-05-29,1987-05-29
43544,45021,1996-09-19,1997-09-19
43545,40702,1989-01-10,1990-01-10
43546,61434,1987-01-04,1988-01-04
43547,45929,1996-08-06,1997-08-06
43548,69391,1988-04-19,1989-04-19
43549,53740,1995-08-06,1996-08-05
43550,49215,1992-11-10,1993-11-10
43551,40000,1994-01-19,1995-01-19
43552,81293,1995-12-21,1996-12-20
43553,43083,1998-02-23,1999-02-23
43554,52680,1999-01-09,2000-01-09
43555,61940,1994-03-01,1995-03-01
43556,64785,1993-12-29,1994-12-29
43557,40000,1989-05-14,1990-05-14
43558,91984,1987-06-27,1988-06-26
43559,65523,1988-01-07,1989-01-06
43560,94907,1986-02-07,1987-02-07
43561,71363,1997-08-03,1998-08-03
43562,40000,1993-06-25,1994-06-25
43563,63511,1988-08-12,1989-08-12
43564,60517,1986-09-14,1987-09-14
43565,40000,1993-09-29,1994-09-29
43566,77018,1999-09-24,2000-09-23
43567,60087,1992-08-13,1993-08-13
43568,67501,1998-01-02,1999-01-02
43569,70759,1996-10-12,1997-10-12
43570,74102,1997-08-29,1998-08-29
43571,56381,1985-02-19,1986-02-19
43572,40000,1999-03-07,2000-03-06
43573,40000,1986-06-28,1987-06-28
43574,77486,1992-10-12,1993-10-12
43575,43566,1990-04-07,1991-04-06
43576,40000,1990-06-22,1991-06-22
43577,40000,1989-08-30,1990-08-30
43578,40000,1989-08-02,1990-08-02
43579,40000,1997-12-07,1998-12-07
43580,74961,1998-08-26,1999-08-26
43581,40000,1997-12-22,1998-12-22
43582,59155,1988-08-30,1989-08-30
43583,42792,1993-03-22,1994-03-22
43584,40000,1994-12-09,1995-12-09
43585,40000,1993-04-24,1994-04-24
43586,75412,1989-10-06,1990-10-06
43587,40000,1987-04-28,1988-04-27
43588,54985,1992-09-25,1993-09-25
43589,55316,1989-01-05,1990-01-05
43590,40000,1994-07-10,1995-05-09
43591,40000,1995-05-14,1996-05-13
43592,77133,1995-01-20,1996-01-20
43593,44955,1993-03-29,1994-03-29
43594,68494,1996-08-05,1997-08-05
43595,78792,1994-09-02,1995-09-02
43596,48158,1990-08-03,1991-08-03
43597,54018,1998-08-16,1999-08-16
43598,68912,1994-08-19,1995-08-19
43599,85712,1998-02-22,1999-02-22
43600,40000,1992-09-18,1993-09-18
43601,67370,1990-06-12,1991-06-12
43602,47650,1985-05-30,1986-05-30
43603,61336,1996-06-05,1997-06-05
43604,45643,1987-08-16,1988-08-15
43605,91158,1993-11-19,1994-11-19
43606,66486,1989-12-03,1990-12-03
43607,40000,1993-10-16,1994-10-16
43608,69358,1995-10-26,1996-10-25
43609,52118,1989-03-30,1990-03-30
43610,41446,1999-12-06,2000-12-05
43611,59224,1991-12-01,1992-11-30
43612,40466,1996-02-02,1997-02-01
43613,40000,1997-08-24,1998-08-24
43614,45270,1995-10-07,1996-10-06
43615,48869,1987-06-13,1988-06-12
43616,40000,1996-11-10,1997-11-10
43617,60349,1993-06-24,1994-06-24
43618,109268,1993-09-13,1994-09-13
43619,50280,1988-09-03,1989-09-03
43620,42182,1997-05-30,1997-11-23
43621,65312,1993-08-11,1994-08-11
43622,52050,1987-05-06,1988-05-05
43623,47557,1993-09-30,1994-09-30
43624,116058,1985-03-26,1986-03-26
43625,67289,1992-08-05,1993-08-05
43626,79109,1997-09-16,1998-09-16
43627,40000,1987-08-05,1988-08-04
43628,47583,1996-01-18,1997-01-17
43629,44797,1997-02-27,1998-02-27
43630,40000,1995-10-16,1996-10-15
43631,44966,1992-01-29,1993-01-28
43632,58605,1994-09-22,1995-09-22
43633,57657,1997-09-09,1998-09-09
43634,72505,1994-04-02,1995-04-02
43635,40000,1999-01-15,2000-01-15
43636,40000,1998-04-09,1999-04-09
43637,45548,1993-11-24,1994-11-24
43638,46845,1991-12-23,1992-12-22
43639,65190,1993-07-03,1994-07-03
43640,61964,1996-08-31,1997-08-31
43641,58007,1996-07-11,1997-07-11
43642,40000,1990-10-18,1991-10-18
43643,45040,1989-10-08,1990-10-08
43644,43728,1998-02-16,1999-02-16
43645,50861,1991-10-13,1992-10-12
43646,70867,1993-08-01,1994-08-01
43647,83202,1986-02-01,1987-02-01
43648,40000,1992-09-03,1993-09-03
43649,63987,1985-02-23,1986-02-23
43650,83708,1996-05-19,1997-05-19
43651,55105,1994-04-14,1995-04-14
43652,43316,1996-07-03,1997-07-03
43653,54680,1986-05-04,1987-05-04
43654,40000,1994-11-15,1995-11-15
43655,66043,1994-02-11,1995-02-11
43656,42251,1989-12-12,1990-12-12
43657,40000,1997-07-11,1998-07-11
43658,40000,1996-10-14,1997-10-14
43659,86197,1997-12-24,1998-12-24
43660,40152,1992-12-31,1993-12-31
43661,56507,1987-04-16,1988-04-15
43662,40000,1997-04-16,1998-04-16
43663,60861,1995-06-14,1996-06-13
43664,76148,1995-08-17,1996-08-16
43665,83350,1998-06-11,1999-06-11
43666,40000,1998-07-16,1999-07-16
43667,40000,1998-03-13,1998-04-17
43668,99862,1999-02-07,2000-02-07
43669,40000,1988-08-24,1989-08-24
43670,66797,1987-10-18,1988-10-17
43671,43350,2000-01-01,2000-12-31
43672,43715,1990-07-22,1991-07-22
43673,40704,1988-06-29,1989-06-29
43674,40000,1990-06-25,1991-06-25
43675,69829,1993-01-18,1994-01-18
43676,64747,1989-11-01,1990-11-01
43677,40000,1993-01-22,1994-01-22
43678,73684,1985-07-23,1986-07-23
43679,66526,1996-01-18,1997-01-17
43680,60535,1996-07-18,1997-07-18
43681,87635,1998-11-23,1999-11-23
43682,40000,1990-06-11,1991-06-11
43683,40000,1996-08-11,1997-08-11
43684,40000,1999-11-01,2000-10-31
43685,40000,1994-12-21,1995-12-21
43686,40000,1996-06-06,1997-06-06
43687,59722,1999-11-29,2000-11-28
43688,40000,1994-12-26,1995-12-26
43689,56132,1987-07-31,1988-07-30
43690,74042,1988-04-20,1989-04-20
43691,73340,1987-11-24,1988-11-23
43692,40000,1988-08-09,1989-08-09
43693,55885,1995-11-16,1996-11-15
43694,40000,1988-04-30,1989-04-30
43695,69028,1998-03-22,1999-03-22
